name	species	genus	family	order	class	phylum	kingdom
Psychotria oleoides	180038	25443	24966	4055		35493	33090
Psychotria olgae	564590	25443	24966	4055		35493	33090
Psychotria orophila	189180	25443	24966	4055		35493	33090
Psychotria orosiana	564591	25443	24966	4055		35493	33090
Psychotria orosioides	564592	25443	24966	4055		35493	33090
Psychotria pacorensis	564593	25443	24966	4055		35493	33090
Psychotria panamensis	564594	25443	24966	4055		35493	33090
Psychotria papantlensis	564595	25443	24966	4055		35493	33090
Psychotria parvifolia	564596	25443	24966	4055		35493	33090
Psychotria parvula	189181	25443	24966	4055		35493	33090
Psychotria peduncularis	77891	25443	24966	4055		35493	33090
Psychotria peteri	58386	25443	24966	4055		35493	33090
Psychotria philacra	564597	25443	24966	4055		35493	33090
Psychotria pickeringii	242539	25443	24966	4055		35493	33090
Psychotria pilosa	96304	25443	24966	4055		35493	33090
Psychotria pittieri	60392	25443	24966	4055		35493	33090
Psychotria plantaginoidea	189182	25443	24966	4055		35493	33090
Psychotria platypoda	96305	25443	24966	4055		35493	33090
Psychotria poeppigiana	58385	25443	24966	4055		35493	33090
Psychotria pseudinundata	96306	25443	24966	4055		35493	33090
Psychotria psychotriifolia	564598	25443	24966	4055		35493	33090
Psychotria psychotrioides	189128	25443	24966	4055		35493	33090
Psychotria pubescens	77892	25443	24966	4055		35493	33090
Psychotria punctata	180039	25443	24966	4055		35493	33090
Psychotria quinqueradiata	564599	25443	24966	4055		35493	33090
Psychotria racemosa	77893	25443	24966	4055		35493	33090
Psychotria ramonensis	330180	25443	24966	4055		35493	33090
Psychotria ramuensis	165065	25443	24966	4055		35493	33090
Psychotria remota	96307	25443	24966	4055		35493	33090
Psychotria revoluta	544627	25443	24966	4055		35493	33090
Psychotria rhombocarpa	77894	25443	24966	4055		35493	33090
Psychotria rosulatifolia	564600	25443	24966	4055		35493	33090
Psychotria rubra	77895	25443	24966	4055		35493	33090
Psychotria rufipes	544628	25443	24966	4055		35493	33090
Psychotria rupicola	189183	25443	24966	4055		35493	33090
Psychotria saltatrix	564601	25443	24966	4055		35493	33090
Psychotria sarapiquensis	564602	25443	24966	4055		35493	33090
Psychotria sarmentosa	189184	25443	24966	4055		35493	33090
Psychotria schliebenii	509948	25443	24966	4055		35493	33090
Psychotria schweinfurthii	189185	25443	24966	4055		35493	33090
Psychotria serfipiles	189186	25443	24966	4055		35493	33090
Psychotria serpens	77896	25443	24966	4055		35493	33090
Psychotria siamica	189187	25443	24966	4055		35493	33090
Psychotria simmondsiana	77897	25443	24966	4055		35493	33090
Psychotria sixaolensis	564604	25443	24966	4055		35493	33090
Psychotria spithamea	189188	25443	24966	4055		35493	33090
Psychotria stenostachya	96308	25443	24966	4055		35493	33090
Psychotria steyermarkii	330181	25443	24966	4055		35493	33090
Psychotria straminea	180040	25443	24966	4055		35493	33090
Psychotria submontana	77898	25443	24966	4055		35493	33090
Psychotria succulenta	189189	25443	24966	4055		35493	33090
Psychotria sylvivaga	564609	25443	24966	4055		35493	33090
Psychotria tahitiensis	77899	25443	24966	4055		35493	33090
Psychotria tarambassica	189190	25443	24966	4055		35493	33090
Psychotria tenuifolia	77900	25443	24966	4055		35493	33090
Psychotria tenuinervis	426687	25443	24966	4055		35493	33090
Psychotria tenuissima	189191	25443	24966	4055		35493	33090
Psychotria tephrosantha	188869	25443	24966	4055		35493	33090
Psychotria trichocalyx	77901	25443	24966	4055		35493	33090
Psychotria trichophoroides	96310	25443	24966	4055		35493	33090
Psychotria trichotoma	189192	25443	24966	4055		35493	33090
Psychotria turbinata	189193	25443	24966	4055		35493	33090
Psychotria turrubarensis	564603	25443	24966	4055		35493	33090
Psychotria undata	339318	25443	24966	4055		35493	33090
Psychotria unicarinata	189194	25443	24966	4055		35493	33090
Psychotria urceolata	60393	25443	24966	4055		35493	33090
Psychotria variegata	96311	25443	24966	4055		35493	33090
Psychotria verschuerenii	189195	25443	24966	4055		35493	33090
Psychotria viridis	189196	25443	24966	4055		35493	33090
Psychotria vogeliana	189197	25443	24966	4055		35493	33090
Psychotria volkensii	189198	25443	24966	4055		35493	33090
Psychotria wawrae	73539	25443	24966	4055		35493	33090
Psychotria zombamontana	189199	25443	24966	4055		35493	33090
Psydrax dicoccos	440685	119083	24966	4055		35493	33090
Psydrax faulknerae	642039	119083	24966	4055		35493	33090
Psydrax kraussioides	258754	119083	24966	4055		35493	33090
Psydrax livida	258755	119083	24966	4055		35493	33090
Psydrax locuples	258756	119083	24966	4055		35493	33090
Psydrax nitida	164502	119083	24966	4055		35493	33090
Psydrax obovata	164503	119083	24966	4055		35493	33090
Psydrax odorata	119084	119083	24966	4055		35493	33090
Psydrax paradoxa	440686	119083	24966	4055		35493	33090
Psydrax parviflora	164504	119083	24966	4055		35493	33090
Psydrax schimperiana	258757	119083	24966	4055		35493	33090
Psyllocarpus asparagoides	60229	60228	24966	4055		35493	33090
Psyllocarpus laricoides	120146	60228	24966	4055		35493	33090
Pteralyxia kauaiensis	141606	141605	4056	4055		35493	33090
Pterogaillonia calycoptera	392975	392974	24966	4055		35493	33090
Pterygocalyx volubilis	50808	50807	21472	4055		35493	33090
Purdieanthus pulcher	535959	535958	21472	4055		35493	33090
Pycnosphaera buchananii	84917	84916	21472	4055		35493	33090
Pygmaeothamnus zeyheri	164511	164510	24966	4055		35493	33090
Pyrostria andilanensis	541085	164463	24966	4055		35493	33090
Pyrostria anjouanensis	440687	164463	24966	4055		35493	33090
Pyrostria ankazobeensis	541086	164463	24966	4055		35493	33090
Pyrostria bibracteata	164464	164463	24966	4055		35493	33090
Pyrostria commersonii	541083	164463	24966	4055		35493	33090
Pyrostria hystrix	164505	164463	24966	4055		35493	33090
Pyrostria ixorifolia	642041	164463	24966	4055		35493	33090
Pyrostria longiflora	642055	164463	24966	4055		35493	33090
Pyrostria major	541087	164463	24966	4055		35493	33090
Pyrostria media	541088	164463	24966	4055		35493	33090
Pyrostria oleifolia	642042	164463	24966	4055		35493	33090
Pyrostria orbicularis	541089	164463	24966	4055		35493	33090
Pyrostria pendula	541090	164463	24966	4055		35493	33090
Pyrostria phyllanthoidea	164506	164463	24966	4055		35493	33090
Pyrostria richardiae	642043	164463	24966	4055		35493	33090
Pyrostria sarodranensis	541084	164463	24966	4055		35493	33090
Pyrostria serpentina	541091	164463	24966	4055		35493	33090
Pyrostria viburnoides	541092	164463	24966	4055		35493	33090
Quaqua incarnata	197289	197288	4056	4055		35493	33090
Quaqua inversa	307706	197288	4056	4055		35493	33090
Quaqua linearis	797415	197288	4056	4055		35493	33090
Quaqua mammillaris	307707	197288	4056	4055		35493	33090
Quaqua ramosa	197291	197288	4056	4055		35493	33090
Ramosmania rodriguesii	58448	58447	24966	4055		35493	33090
Randia aculeata	58455	58445	24966	4055		35493	33090
Randia altiscandens	203049	58445	24966	4055		35493	33090
Randia aristeguietae	135802	58445	24966	4055		35493	33090
Randia armata	203050	58445	24966	4055		35493	33090
Randia boliviana	203052	58445	24966	4055		35493	33090
Randia brenesii	203053	58445	24966	4055		35493	33090
Randia calycina	60065	58445	24966	4055		35493	33090
Randia capitata	266099	58445	24966	4055		35493	33090
Randia carlosiana	203054	58445	24966	4055		35493	33090
Randia chiapensis	203055	58445	24966	4055		35493	33090
Randia ciliolata	203056	58445	24966	4055		35493	33090
Randia cookii	203057	58445	24966	4055		35493	33090
Randia decemcostata	114487	58445	24966	4055		35493	33090
Randia dryadum	715766	58445	24966	4055		35493	33090
Randia fitzalani	58454	58445	24966	4055		35493	33090
Randia grandifolia	203058	58445	24966	4055		35493	33090
Randia guerrerensis	288961	58445	24966	4055		35493	33090
Randia hebecarpa	203059	58445	24966	4055		35493	33090
Randia induta	266098	58445	24966	4055		35493	33090
Randia laetevirens	203060	58445	24966	4055		35493	33090
Randia laevigata	203112	58445	24966	4055		35493	33090
Randia longifolia	203061	58445	24966	4055		35493	33090
Randia malacocarpa	203062	58445	24966	4055		35493	33090
Randia micracantha	203063	58445	24966	4055		35493	33090
Randia mira	203064	58445	24966	4055		35493	33090
Randia moorei	58451	58445	24966	4055		35493	33090
Randia nelsonii	266100	58445	24966	4055		35493	33090
Randia nitida	271251	58445	24966	4055		35493	33090
Randia oblanceolata	203065	58445	24966	4055		35493	33090
Randia obovata	203066	58445	24966	4055		35493	33090
Randia petenensis	203067	58445	24966	4055		35493	33090
Randia pringlei	203068	58445	24966	4055		35493	33090
Randia pubistyla	203069	58445	24966	4055		35493	33090
Randia ruiziana	58446	58445	24966	4055		35493	33090
Randia schumanniana	165061	58445	24966	4055		35493	33090
Randia sonorensis	203070	58445	24966	4055		35493	33090
Randia spinifex	131242	58445	24966	4055		35493	33090
Randia tessmannii	136681	58445	24966	4055		35493	33090
Randia tetracantha	266101	58445	24966	4055		35493	33090
Randia thurberi	203071	58445	24966	4055		35493	33090
Randia truncata	114488	58445	24966	4055		35493	33090
Randia wigginsii	203072	58445	24966	4055		35493	33090
Raphionacme angolensis	187496	63488	4056	4055		35493	33090
Raphionacme dyeri	244354	63488	4056	4055		35493	33090
Raphionacme elata	244355	63488	4056	4055		35493	33090
Raphionacme flanaganii	244356	63488	4056	4055		35493	33090
Raphionacme galpinii	413296	63488	4056	4055		35493	33090
Raphionacme grandiflora	244357	63488	4056	4055		35493	33090
Raphionacme hirsuta	244358	63488	4056	4055		35493	33090
Raphionacme lobulata	413297	63488	4056	4055		35493	33090
Raphionacme madiensis	244359	63488	4056	4055		35493	33090
Raphionacme monteiroae	373487	63488	4056	4055		35493	33090
Raphionacme welwitschii	63489	63488	4056	4055		35493	33090
Raritebe palicoureoides	60067	60066	24966	4055		35493	33090
Rauvolfia balansae	141607	4059	4056	4055		35493	33090
Rauvolfia cambodiana	498200	4059	4056	4055		35493	33090
Rauvolfia densiflora	930817	4059	4056	4055		35493	33090
Rauvolfia littoralis	681485	4059	4056	4055		35493	33090
Rauvolfia mannii	4062	4059	4056	4055		35493	33090
Rauvolfia micrantha	498201	4059	4056	4055		35493	33090
Rauvolfia sellowii	403114	4059	4056	4055		35493	33090
Rauvolfia serpentina	4060	4059	4056	4055		35493	33090
Rauvolfia sumatrana	478094	4059	4056	4055		35493	33090
Rauvolfia tetraphylla	545371	4059	4056	4055		35493	33090
Rauvolfia verticillata	329875	4059	4056	4055		35493	33090
Rauvolfia vomitoria	403115	4059	4056	4055		35493	33090
Razafimandimbisonia humblotii	499974	692050	24966	4055		35493	33090
Razafimandimbisonia minor	339274	692050	24966	4055		35493	33090
Razafimandimbisonia sambiranensis	499975	692050	24966	4055		35493	33090
Readea membranacea	60395	60394	24966	4055		35493	33090
Relbunium hypocarpium	120148	120147	24966	4055		35493	33090
Remijia chelomaphylla	273804	273803	24966	4055		35493	33090
Remijia macronemia	273805	273803	24966	4055		35493	33090
Remijia pacimonica	273806	273803	24966	4055		35493	33090
Remijia pedunculata	273807	273803	24966	4055		35493	33090
Remijia ulei	273808	273803	24966	4055		35493	33090
Rennellia elliptica	509950	509949	24966	4055		35493	33090
Retiniphyllum concolor	569944	60068	24966	4055		35493	33090
Retiniphyllum laxiflorum	271252	60068	24966	4055		35493	33090
Retiniphyllum maguirei	569945	60068	24966	4055		35493	33090
Retiniphyllum pilosum	60069	60068	24966	4055		35493	33090
Retiniphyllum rhabdocalyx	569946	60068	24966	4055		35493	33090
Retiniphyllum schomburgkii	128353	60068	24966	4055		35493	33090
Retiniphyllum secundiflorum	569947	60068	24966	4055		35493	33090
Rhabdadenia biflora	179644	179643	4056	4055		35493	33090
Rhabdadenia macrostoma	429292	179643	4056	4055		35493	33090
Rhabdadenia pohlii	429293	179643	4056	4055		35493	33090
Rhachicallis americana	43561	43560	24966	4055		35493	33090
Rhazya stricta	396313	141608	4056	4055		35493	33090
Rhigospira quadrangularis	761043	761042	4056	4055		35493	33090
Rhodocalyx rotundifolius	274672	274671	4056	4055		35493	33090
Rhodopentas bussei	387051	640078	24966	4055		35493	33090
Rhodopentas parvifolia	296969	640078	24966	4055		35493	33090
Rhopalobrachium fragrans	440676	440675	24966	4055		35493	33090
Rhyssolobium dumosum	187508	187507	4056	4055		35493	33090
Rhytidocaulon ciliatum	215622	197292	4056	4055		35493	33090
Rhytidocaulon fulleri	197293	197292	4056	4055		35493	33090
Rhytidocaulon macrolobum	197294	197292	4056	4055		35493	33090
Richardia brasiliensis	497275	58379	24966	4055		35493	33090
Richardia pilosa	58380	58379	24966	4055		35493	33090
Richardia scabra	60230	58379	24966	4055		35493	33090
Richardia stellaris	499968	58379	24966	4055		35493	33090
Richtersveldia columnaris	120818	196416	4056	4055		35493	33090
Riocreuxia burchelli	63491	63490	4056	4055		35493	33090
Riocreuxia flanaganii	215625	63490	4056	4055		35493	33090
Riocreuxia torulosa	236004	63490	4056	4055		35493	33090
Robbrechtia grandifolia	353845	353844	24966	4055		35493	33090
Robynsia glabrata	258759	258758	24966	4055		35493	33090
Rogiera cordata	128354	43570	24966	4055		35493	33090
Rogiera gratissima	153766	43570	24966	4055		35493	33090
Rogiera langlassei	153767	43570	24966	4055		35493	33090
Rogiera nicaraguensis	367087	43570	24966	4055		35493	33090
Rogiera strigosa	309441	43570	24966	4055		35493	33090
Rogiera suffrutescens	43571	43570	24966	4055		35493	33090
Roigella correifolia	128356	128355	24966	4055		35493	33090
Rondeletia alaternoides	128357	60070	24966	4055		35493	33090
Rondeletia amoena	84961	60070	24966	4055		35493	33090
Rondeletia apiculata	153768	60070	24966	4055		35493	33090
Rondeletia barahonensis	309442	60070	24966	4055		35493	33090
Rondeletia berteroana	309443	60070	24966	4055		35493	33090
Rondeletia chamaebuxifolia	309444	60070	24966	4055		35493	33090
Rondeletia cincta	309445	60070	24966	4055		35493	33090
Rondeletia cymosa	309446	60070	24966	4055		35493	33090
Rondeletia deamii	288960	60070	24966	4055		35493	33090
Rondeletia hameliifolia	309447	60070	24966	4055		35493	33090
Rondeletia inermis	128358	60070	24966	4055		35493	33090
Rondeletia intermixta	60071	60070	24966	4055		35493	33090
Rondeletia lomensis	309448	60070	24966	4055		35493	33090
Rondeletia miraflorensis	153769	60070	24966	4055		35493	33090
Rondeletia nipensis	309449	60070	24966	4055		35493	33090
Rondeletia ochracea	309450	60070	24966	4055		35493	33090
Rondeletia odorata	61944	60070	24966	4055		35493	33090
Rondeletia pachyphylla	153770	60070	24966	4055		35493	33090
Rondeletia pilosa	128359	60070	24966	4055		35493	33090
Rondeletia pitreana	309451	60070	24966	4055		35493	33090
Rondeletia plicatula	309452	60070	24966	4055		35493	33090
Rondeletia portoricensis	128360	60070	24966	4055		35493	33090
Rondeletia purdiei	309453	60070	24966	4055		35493	33090
Rondeletia stipularis	309454	60070	24966	4055		35493	33090
Rondeletia subcanescens	309455	60070	24966	4055		35493	33090
Rosenbergiodendron densiflorum	136683	136682	24966	4055		35493	33090
Rosenbergiodendron formosum	203073	136682	24966	4055		35493	33090
Rothmannia annae	136963	58452	24966	4055		35493	33090
Rothmannia capensis	353882	58452	24966	4055		35493	33090
Rothmannia fischeri	136911	58452	24966	4055		35493	33090
Rothmannia longiflora	58453	58452	24966	4055		35493	33090
Rothmannia manganjae	271253	58452	24966	4055		35493	33090
Rovaeanthus strigosus	768865	768864	24966	4055		35493	33090
Rovaeanthus suffrutescens	768893	768864	24966	4055		35493	33090
Rubia cordifolia	339321	25473	24966	4055		35493	33090
Rubia florida	715730	25473	24966	4055		35493	33090
Rubia fruticosa	60072	25473	24966	4055		35493	33090
Rubia horrida	392998	25473	24966	4055		35493	33090
Rubia oncotricha	715731	25473	24966	4055		35493	33090
Rubia peregrina	29801	25473	24966	4055		35493	33090
Rubia tinctorum	29802	25473	24966	4055		35493	33090
Rubovietnamia nonggangensis	651702	651699	24966	4055		35493	33090
Rudgea bremekampiana	339322	58381	24966	4055		35493	33090
Rudgea hostmanniana	60231	58381	24966	4055		35493	33090
Rudgea lorentensis	58382	58381	24966	4055		35493	33090
Rudgea palicoureoides	180041	58381	24966	4055		35493	33090
Rudgea raveniana	77905	58381	24966	4055		35493	33090
Rudgea recurva	353883	58381	24966	4055		35493	33090
Rudgea sessiliflora	88393	58381	24966	4055		35493	33090
Rudgea stipulacea	60431	58381	24966	4055		35493	33090
Rustia alba	693349	86991	24966	4055		35493	33090
Rustia bilsana	693350	86991	24966	4055		35493	33090
Rustia formosa	693353	86991	24966	4055		35493	33090
Rustia occidentalis	693351	86991	24966	4055		35493	33090
Rustia rubra	128361	86991	24966	4055		35493	33090
Rustia splendens	86992	86991	24966	4055		35493	33090
Rustia thibaudioides	509184	86991	24966	4055		35493	33090
Rustia viridiflora	693354	86991	24966	4055		35493	33090
Rutidea orientalis	58450	58449	24966	4055		35493	33090
Rutidea schlechteri	339323	58449	24966	4055		35493	33090
Rytigynia adenodonta	308940	164470	24966	4055		35493	33090
Rytigynia bagshawei	164497	164470	24966	4055		35493	33090
Rytigynia beniensis	308941	164470	24966	4055		35493	33090
Rytigynia celastroides	308942	164470	24966	4055		35493	33090
Rytigynia decussata	308943	164470	24966	4055		35493	33090
Rytigynia eickii	308944	164470	24966	4055		35493	33090
Rytigynia fuscosetulosa	164491	164470	24966	4055		35493	33090
Rytigynia hirsutiflora	308945	164470	24966	4055		35493	33090
Rytigynia humbertii	642046	164470	24966	4055		35493	33090
Rytigynia induta	308946	164470	24966	4055		35493	33090
Rytigynia lichenoxenos	308947	164470	24966	4055		35493	33090
Rytigynia longicaudata	308948	164470	24966	4055		35493	33090
Rytigynia longipedicellata	308949	164470	24966	4055		35493	33090
Rytigynia monantha	308950	164470	24966	4055		35493	33090
Rytigynia neglecta	308951	164470	24966	4055		35493	33090
Rytigynia parvifolia	308952	164470	24966	4055		35493	33090
Rytigynia pseudolongicaudata	308928	164470	24966	4055		35493	33090
Rytigynia sambavensis	308953	164470	24966	4055		35493	33090
Rytigynia senegalensis	164501	164470	24966	4055		35493	33090
Rytigynia seyrigii	308954	164470	24966	4055		35493	33090
Rytigynia uhligii	308956	164470	24966	4055		35493	33090
Rytigynia umbellulata	308957	164470	24966	4055		35493	33090
Rytigynia xanthotricha	308958	164470	24966	4055		35493	33090
Saba comorensis	141611	141610	4056	4055		35493	33090
Sabatia angularis	82728	82727	21472	4055		35493	33090
Sabatia campestris	236218	82727	21472	4055		35493	33090
Sabatia dodecandra	236219	82727	21472	4055		35493	33090
Sabatia gentianoides	84918	82727	21472	4055		35493	33090
Sabatia kennedyana	251165	82727	21472	4055		35493	33090
Sabatia stellaris	236220	82727	21472	4055		35493	33090
Sabicea amazonensis	409385	60073	24966	4055		35493	33090
Sabicea angolensis	409384	60073	24966	4055		35493	33090
Sabicea arborea	535370	60073	24966	4055		35493	33090
Sabicea aspera	60074	60073	24966	4055		35493	33090
Sabicea brevipes	409386	60073	24966	4055		35493	33090
Sabicea calycina	172218	60073	24966	4055		35493	33090
Sabicea caminata	409387	60073	24966	4055		35493	33090
Sabicea cana	409388	60073	24966	4055		35493	33090
Sabicea capitellata	409389	60073	24966	4055		35493	33090
Sabicea ceylanica	519880	60073	24966	4055		35493	33090
Sabicea chocoana	409390	60073	24966	4055		35493	33090
Sabicea cinerea	409391	60073	24966	4055		35493	33090
Sabicea congensis	409392	60073	24966	4055		35493	33090
Sabicea dewevrei	409393	60073	24966	4055		35493	33090
Sabicea dinklagei	409394	60073	24966	4055		35493	33090
Sabicea discolor	409395	60073	24966	4055		35493	33090
Sabicea diversifolia	297012	60073	24966	4055		35493	33090
Sabicea efulenensis	409396	60073	24966	4055		35493	33090
Sabicea exellii	409397	60073	24966	4055		35493	33090
Sabicea ferruginea	409398	60073	24966	4055		35493	33090
Sabicea fulva	409399	60073	24966	4055		35493	33090
Sabicea gilletii	409400	60073	24966	4055		35493	33090
Sabicea glabrescens	409401	60073	24966	4055		35493	33090
Sabicea harleyae	409402	60073	24966	4055		35493	33090
Sabicea hierniana	519881	60073	24966	4055		35493	33090
Sabicea humilis	409403	60073	24966	4055		35493	33090
Sabicea ingrata	409404	60073	24966	4055		35493	33090
Sabicea johnstonii	409405	60073	24966	4055		35493	33090
Sabicea mattogrossensis	409406	60073	24966	4055		35493	33090
Sabicea medusula	535371	60073	24966	4055		35493	33090
Sabicea mexicana	409407	60073	24966	4055		35493	33090
Sabicea mildbraedii	535372	60073	24966	4055		35493	33090
Sabicea mollis	172258	60073	24966	4055		35493	33090
Sabicea najatrix	409408	60073	24966	4055		35493	33090
Sabicea nobilis	535373	60073	24966	4055		35493	33090
Sabicea orientalis	409409	60073	24966	4055		35493	33090
Sabicea panamensis	409410	60073	24966	4055		35493	33090
Sabicea pyramidalis	409411	60073	24966	4055		35493	33090
Sabicea rosea	409412	60073	24966	4055		35493	33090
Sabicea seua	409413	60073	24966	4055		35493	33090
Sabicea speciosa	409414	60073	24966	4055		35493	33090
Sabicea thomensis	409415	60073	24966	4055		35493	33090
Sabicea thyrsiflora	172259	60073	24966	4055		35493	33090
Sabicea velutina	409417	60073	24966	4055		35493	33090
Sabicea venezuelensis	409416	60073	24966	4055		35493	33090
Sabicea venosa	409418	60073	24966	4055		35493	33090
Sabicea villosa	61945	60073	24966	4055		35493	33090
Sabicea vogelii	409419	60073	24966	4055		35493	33090
Sabicea xanthotricha	409420	60073	24966	4055		35493	33090
Saccifolium bandeirae	84793	84792	21472	4055		35493	33090
Sacleuxia newii	413299	413298	4056	4055		35493	33090
Sacosperma paniculatum	339326	339325	24966	4055		35493	33090
Saldinia axillaris	339327	110841	24966	4055		35493	33090
Salpinctes kalmiifolius	429546	429530	4056	4055		35493	33090
Salzmannia nitida	297540	297539	24966	4055		35493	33090
Saprosma crassipes	358843	358842	24966	4055		35493	33090
Saprosma foetens	392999	358842	24966	4055		35493	33090
Saprosma fruticosa	393001	358842	24966	4055		35493	33090
Saprosma ternata	358844	358842	24966	4055		35493	33090
Sarcocephalus latifolius	43573	43572	24966	4055		35493	33090
Sarcocephalus pobeguinii	170073	43572	24966	4055		35493	33090
Sarcolobus retusus	518648	518647	4056	4055		35493	33090
Sarcopygme pacifica	659068	659067	24966	4055		35493	33090
Sarcostemma intermedium	492006	126772	4056	4055		35493	33090
Sarcostemma pearsonii	126773	126772	4056	4055		35493	33090
Schenckia blumenaviensis	83601	83600	24966	4055		35493	33090
Schenkia australis	226017	226016	21472	4055		35493	33090
Schenkia clementii	226018	226016	21472	4055		35493	33090
Schenkia spicata	172074	226016	21472	4055		35493	33090
Schinziella tetragona	82730	82729	21472	4055		35493	33090
Schismatoclada farahimpensis	675722	60433	24966	4055		35493	33090
Schistogyne pentaseta	276829	157435	4056	4055		35493	33090
Schistogyne sylvestris	157436	157435	4056	4055		35493	33090
Schizocolea linderi	353847	353846	24966	4055		35493	33090
Schizoglossum alpestre	219272	219271	4056	4055		35493	33090
Schizoglossum atropurpureum	397820	219271	4056	4055		35493	33090
Schizoglossum cordifolium	397821	219271	4056	4055		35493	33090
Schizoglossum eustegioides	397822	219271	4056	4055		35493	33090
Schizoglossum filiforme	397823	219271	4056	4055		35493	33090
Schizomussaenda dehiscens	296959	296958	24966	4055		35493	33090
Schizomussaenda henryi	1008963	296958	24966	4055		35493	33090
Schizostephanus alatus	157438	157437	4056	4055		35493	33090
Schizostephanus gossweileri	662660	157437	4056	4055		35493	33090
Schizostigma hirsutum	353849	353848	24966	4055		35493	33090
Schizozygia coffaeoides	184394	184393	4056	4055		35493	33090
Schlechterella abyssinica	244361	244360	4056	4055		35493	33090
Schmidtottia sessilifolia	128363	128362	24966	4055		35493	33090
Schmidtottia uliginosa	153771	128362	24966	4055		35493	33090
Schradera subandina	61946	60435	24966	4055		35493	33090
Schubertia grandiflora	185230	185229	4056	4055		35493	33090
Schultesia guianensis	84919	76902	21472	4055		35493	33090
Schultesia lisianthoides	85042	85041	21472	4055		35493	33090
Schumanniophyton magnificum	114490	114489	24966	4055		35493	33090
Scolosanthus acanthodes	297574	128364	24966	4055		35493	33090
Scolosanthus lucidus	128365	128364	24966	4055		35493	33090
Scolosanthus triacanthus	297575	128364	24966	4055		35493	33090
Scyphiphora hydrophyllacea	86994	86993	24966	4055		35493	33090
Scyphochlamys revoluta	258761	258760	24966	4055		35493	33090
Sebaea albens	592759	84920	21472	4055		35493	33090
Sebaea albidiflora	281262	84920	21472	4055		35493	33090
Sebaea ambigua	592760	84920	21472	4055		35493	33090
Sebaea aurea	592761	84920	21472	4055		35493	33090
Sebaea bojeri	592762	84920	21472	4055		35493	33090
Sebaea brachyphylla	198403	84920	21472	4055		35493	33090
Sebaea exacoides	84921	84920	21472	4055		35493	33090
Sebaea filiformis	592764	84920	21472	4055		35493	33090
Sebaea grisebachiana	672257	84920	21472	4055		35493	33090
Sebaea junodii	592765	84920	21472	4055		35493	33090
Sebaea leiostyla	592766	84920	21472	4055		35493	33090
Sebaea longicaulis	199715	84920	21472	4055		35493	33090
Sebaea marlothii	672258	84920	21472	4055		35493	33090
Sebaea membranacea	592767	84920	21472	4055		35493	33090
Sebaea microphylla	592768	84920	21472	4055		35493	33090
Sebaea minutiflora	592769	84920	21472	4055		35493	33090
Sebaea natalensis	592770	84920	21472	4055		35493	33090
Sebaea ovata	281263	84920	21472	4055		35493	33090
Sebaea procumbens	672259	84920	21472	4055		35493	33090
Sebaea rehmannii	592772	84920	21472	4055		35493	33090
Sebaea repens	592773	84920	21472	4055		35493	33090
Sebaea scabra	672260	84920	21472	4055		35493	33090
Sebaea schlechteri	592774	84920	21472	4055		35493	33090
Sebaea sedoides	592775	84920	21472	4055		35493	33090
Sebaea spathulata	592780	84920	21472	4055		35493	33090
Sebaea sulphurea	672262	84920	21472	4055		35493	33090
Sebaea thodeana	592781	84920	21472	4055		35493	33090
Sebaea thomasii	592782	84920	21472	4055		35493	33090
Secamone afzelii	52852	52851	4056	4055		35493	33090
Secamone alpinii	185233	52851	4056	4055		35493	33090
Secamone bosseri	63492	52851	4056	4055		35493	33090
Secamone buxifolia	164642	52851	4056	4055		35493	33090
Secamone castanea	312832	52851	4056	4055		35493	33090
Secamone cloiselii	312833	52851	4056	4055		35493	33090
Secamone cristata	164637	52851	4056	4055		35493	33090
Secamone ecoronata	164644	52851	4056	4055		35493	33090
Secamone elliottii	164639	52851	4056	4055		35493	33090
Secamone elliptica	403116	52851	4056	4055		35493	33090
Secamone emetica	492007	52851	4056	4055		35493	33090
Secamone falcata	164641	52851	4056	4055		35493	33090
Secamone filiformis	187495	52851	4056	4055		35493	33090
Secamone geayi	63493	52851	4056	4055		35493	33090
Secamone glaberrima	141508	52851	4056	4055		35493	33090
Secamone grandiflora	312834	52851	4056	4055		35493	33090
Secamone humbertii	312835	52851	4056	4055		35493	33090
Secamone ligustrifolia	312836	52851	4056	4055		35493	33090
Secamone minutifolia	164643	52851	4056	4055		35493	33090
Secamone oleifolia	141509	52851	4056	4055		35493	33090
Secamone parvifolia	63494	52851	4056	4055		35493	33090
Secamone sparsiflora	164638	52851	4056	4055		35493	33090
Secamone tenuifolia	312838	52851	4056	4055		35493	33090
Secamone uncinata	164640	52851	4056	4055		35493	33090
Secamone urceolata	312839	52851	4056	4055		35493	33090
Secamone volubilis	63495	52851	4056	4055		35493	33090
Secamonopsis madagascariensis	63497	63496	4056	4055		35493	33090
Secamonopsis microphylla	164634	63496	4056	4055		35493	33090
Secondatia densiflora	274674	274673	4056	4055		35493	33090
Semaphyllanthe megistocaula	153773	153772	24966	4055		35493	33090
Sericanthe andongensis	349132	349131	24966	4055		35493	33090
Sericanthe auriculata	1034000	349131	24966	4055		35493	33090
Sericanthe jacfelicis	349143	349131	24966	4055		35493	33090
Sericanthe odoratissima	1034001	349131	24966	4055		35493	33090
Sericanthe petitii	1034002	349131	24966	4055		35493	33090
Serissa japonica	58378	58377	24966	4055		35493	33090
Seshagiria sahyadrica	491993	491992	4056	4055		35493	33090
Sherardia arvensis	29803	25503	24966	4055		35493	33090
